"num","REGISTRY_ID"
1,110019487134
2,110071371136
3,110040056578
4,110059885691
5,110040062570
6,110067747718
7,110071943423
8,110018172207
9,110071902135
10,110037210933
11,110033119523
12,110031810351
13,110070394002
14,110070326018
15,110018448241
16,110021312970
17,110019672692
18,110035832123
19,110067224382
20,110068047562
21,110022870945
22,110071276814
23,110005101763
24,110065820829
25,110071270459
26,110070337372
27,110068727211
28,110019803809
29,110010397515
30,110067003352
31,110031643853
32,110070320318
33,110040635854
34,110070150527
35,110040976708
36,110065774629
37,110036267526
38,110045810556
39,110068333057
40,110010746185
41,110034115758
42,110010826053
43,110055781257
44,110070484286
45,110065760858
46,110072135886
47,110033972191
48,110070672695
49,110020894709
50,110028245227
51,110070423333
52,110044661452
53,110029995806
54,110037238646
55,110032025038
56,110033538198
57,110006280443
58,110008027054
59,110003706749
60,110071880970
61,110066600592
62,110001244092
63,110054637693
64,110019035462
65,110015437543
66,110071727695
67,110066623577
68,110008546662
69,110071436727
70,110031731605
71,110037347751
72,110071355473
73,110028137521
74,110063669052
75,110019112191
76,110005859393
77,110068371531
78,110065830738
79,110037231867
80,110055718861
81,110055171273
82,110019599754
83,110068368117
84,110006569515
85,110064584258
86,110011001101
87,110062719358
88,110014215143
89,110015552784
90,110066377575
91,110015548567
92,110050704476
93,110070311605
94,110071723330
95,110033523006
96,110042737269
97,110070129016
98,110024679926
99,110045993323
100,110071003614
101,110042141241
102,110065377853
103,110002866621
104,110019209596
105,110006558439
106,110029999526
107,110070529382
108,110011678577
109,110071308419
110,110031936519
111,110007459302
112,110012003580
113,110038298142
114,110041624882
115,110015496578
116,110071428643
117,110069325956
118,110069688207
119,110066604393
120,110070709720
121,110056318890
122,110036499928
123,110070431408
124,110045049210
125,110054558313
126,110070124743
127,110032284702
128,110072105441
129,110043709742
130,110070890618
131,110055875307
132,110071467916
133,110071133798
134,110004043026
135,110011036324
136,110070284802
137,110043366808
138,110002216405
139,110037557499
140,110046590523
141,110046233072
142,110005115437
143,110066756264
144,110018638731
145,110070072041
146,110054910575
147,110065261594
148,110036571616
149,110031683667
150,110070742368
151,110035553763
152,110064928654
153,110038242915
154,110031853705
155,110058603122
156,110046219169
157,110006531743
158,110070649130
159,110065055264
160,110011681812
161,110045238505
162,110003620715
163,110003481358
164,110068786344
165,110034095592
166,110055835002
167,110033899556
168,110031828057
169,110067757591
170,110029452009
171,110070192994
172,110038871450
173,110005476154
174,110070419014
175,110033689364
176,110070799607
177,110010957982
178,110044622682
179,110068862617
180,110003724676
181,110046184883
182,110071961079
183,110002490938
184,110039273167
185,110068511587
186,110066021254
187,110068182674
188,110040956150
189,110070469396
190,110021344749
191,110036262219
192,110070478387
193,110018449552
194,110046492390
195,110064202296
196,110006517224
197,110070593769
198,110032268971
199,110068906330
200,110015402786
201,110001189026
202,110031916130
203,110066151951
204,110055350524
205,110071824957
206,110070097201
207,110005480906
208,110032000304
209,110052662114
210,110043934794
211,110031895046
212,110065869091
213,110054806910
214,110064884246
215,110031974200
216,110065627600
217,110039309085
218,110044730823
219,110014112995
220,110068933505
221,110001794862
222,110052231811
223,110017501407
224,110008229416
225,110036194392
226,110011922394
227,110070464026
228,110008250089
229,110071481931
230,110071668209
231,110029659037
232,110045211383
233,110056432935
234,110070813029
235,110070425622
236,110072083679
237,110056236719
238,110017461094
239,110041349001
240,110070094359
241,110064373048
242,110014265847
243,110070041879
244,110071157200
245,110046347413
246,110071435085
247,110002900683
248,110070682110
249,110009009198
250,110072122454
251,110031349921
252,110043975302
253,110070182774
254,110066170002
255,110045726149
256,110030350616
257,110035503032
258,110070465939
259,110063858124
260,110037592067
261,110044549977
262,110009834251
263,110017453986
264,110067442137
265,110064684587
266,110033417121
267,110011719970
268,110016753663
269,110071542682
270,110024849155
271,110019544420
272,110070424463
273,110070011428
274,110070326486
275,110067725983
276,110070694590
277,110039419331
278,110064219885
279,110070818649
280,110006476955
281,110029419467
282,110045887073
283,110014318755
284,110071528458
285,110013080049
286,110018557952
287,110072162302
288,110032022754
289,110066209542
290,110072141540
291,110064220766
292,110001036771
293,110012034459
294,110068628284
295,110037043295
296,110044140266
297,110034503945
298,110003067813
299,110011866506
300,110058801649
301,110054818710
302,110014072136
303,110070277192
304,110066015948
305,110071841648
306,110059755705
307,110027965496
308,110070354431
309,110071181504
310,110000609734
311,110064198826
312,110070444803
313,110070911183
314,110014079674
315,110072069369
316,110058489121
317,110016930632
318,110070326634
319,110011973515
320,110066357150
321,110070642608
322,110031998462
323,110071969018
324,110070450196
325,110070465341
326,110071801283
327,110032337193
328,110043957616
329,110041416919
330,110037215607
331,110045713313
332,110037278727
333,110071967537
334,110055948961
335,110039358520
336,110003710912
337,110063020733
338,110036196531
339,110046140109
340,110013042288
341,110001923278
342,110071490154
343,110070165207
344,110064998329
345,110044145252
346,110015914572
347,110045157815
348,110070559610
349,110055710912
350,110065690434
351,110071945912
352,110069008727
353,110029922038
354,110000938380
355,110037807371
356,110068040042
357,110070405579
358,110036359366
359,110058458299
360,110025062777
361,110071160265
362,110030383760
363,110071149754
364,110018438010
365,110071961514
366,110011829405
367,110071432280
368,110066002293
369,110065033957
370,110007489538
371,110070378791
372,110066671257
373,110014003130
374,110070586650
375,110070450968
376,110070045020
377,110070323451
378,110029953423
379,110070429770
380,110015333478
381,110018724629
382,110064939820
383,110034304090
384,110058328475
385,110055249770
386,110001800089
387,110071919319
388,110068302009
389,110015480898
390,110070200831
391,110032197744
392,110032348626
393,110070617045
394,110059861877
395,110011907847
396,110071846733
397,110022766014
398,110003862026
399,110031741177
400,110016855018
401,110020920459
402,110071453886
403,110071511702
404,110010928906
405,110070428733
406,110064488362
407,110036382232
408,110013506027
409,110045291368
410,110071404905
411,110065323242
412,110030918979
413,110007379773
414,110071679375
415,110071769564
416,110069499858
417,110068244750
418,110035452881
419,110070327037
420,110070102272
421,110032334784
422,110033380375
423,110025079812
424,110070599653
425,110015467056
426,110070612437
427,110003325054
428,110068020064
429,110011331282
430,110063799359
431,110070029248
432,110005164393
433,110034637392
434,110040964356
435,110043386804
436,110022879385
437,110020874810
438,110046231608
439,110007586424
440,110040841051
441,110037265241
442,110058379188
443,110024599031
444,110019255081
445,110020485973
446,110071956488
447,110070799376
448,110071156995
449,110016646450
450,110070473292
451,110070339200
452,110068755243
453,110038045308
454,110070361251
455,110065145603
456,110070283174
457,110055274670
458,110045764473
459,110040229062
460,110045745574
461,110006702719
462,110004450978
463,110071964783
464,110054908891
465,110068817506
466,110071986819
467,110025256595
468,110061067492
469,110072111794
470,110067866090
471,110071181423
472,110071980433
473,110070289002
474,110066215526
475,110044273719
476,110041397994
477,110070313493
478,110070801194
479,110070410168
480,110011996199
481,110070698615
482,110018841627
483,110068907794
484,110071906040
485,110071747755
486,110070545533
487,110020956624
488,110028282061
489,110013849023
490,110065414796
491,110070173117
492,110065021443
493,110041464037
494,110072028640
495,110002221408
496,110064841863
497,110069135554
498,110033552572
499,110039466379
500,110042112157
501,110037726404
502,110068397899
503,110067893024
504,110071942629
505,110006481208
506,110071996250
507,110038121323
508,110071272124
509,110070403290
510,110034495053
511,110041541873
512,110037760483
513,110054180587
514,110042132581
515,110071738984
516,110011651578
517,110008175937
518,110069689974
519,110025002930
520,110055891156
521,110046092072
522,110032096988
523,110071503638
524,110068382949
525,110064383974
526,110032409686
527,110058424307
528,110002937617
529,110009549649
530,110019132473
531,110005242807
532,110070489871
533,110018436325
534,110065748294
535,110066985846
536,110058481673
537,110011909293
538,110070418170
539,110054090210
540,110056985231
541,110032598570
542,110034620934
543,110003302907
544,110071338358
545,110068595755
546,110040542598
547,110034061663
548,110065472214
549,110071159617
550,110038183569
551,110070883928
552,110068252704
553,110007328659
554,110068644220
555,110070926491
556,110039294466
557,110070458682
558,110037979854
559,110070038365
560,110064556831
561,110034051629
562,110018345931
563,110070095208
564,110004627592
565,110068195562
566,110032624701
567,110070861964
568,110071149381
569,110070557648
570,110001198588
571,110071840897
572,110030690241
573,110019466228
574,110069539468
575,110018932645
576,110070316449
577,110070330551
578,110041035297
579,110056210069
580,110017754152
581,110044207970
582,110045953973
583,110019088681
584,110058844354
585,110014119578
586,110006647290
587,110022735165
588,110044536892
589,110004115047
590,110071347763
591,110066810099
592,110037330340
593,110034240006
594,110064599714
595,110067116221
596,110013284203
597,110068071605
598,110016941773
599,110066243210
600,110036266215
601,110029495954
602,110070517437
603,110051488421
604,110071986331
605,110045443203
606,110004204771
607,110030816197
608,110020473717
609,110070690223
610,110065592807
611,110070278695
612,110034423602
613,110070453378
614,110046567390
615,110024467815
616,110066581274
617,110032000554
618,110014174419
619,110025119020
620,110028269718
621,110068669756
622,110019257882
