"num","REGISTRY_ID"
1,110027231136
2,110071843166
3,110070883237
4,110032331929
5,110065075983
6,110070050075
7,110001250182
8,110002775890
9,110040422815
10,110071822570
11,110070590406
12,110002156540
13,110070822638
14,110003557213
15,110003395610
16,110054444419
17,110072102443
18,110065240206
19,110018942402
20,110005657164
21,110066407828
22,110070276181
23,110070307222
24,110042302273
25,110017937740
26,110043309853
27,110072081037
28,110017377391
29,110022529986
30,110072003029
31,110065213986
32,110030001646
33,110070447235
34,110070343860
35,110001879557
36,110044463755
37,110066452822
38,110070344169
39,110018298233
40,110032198725
41,110000506630
42,110002640063
43,110071881217
44,110066266515
45,110004306082
46,110037442265
47,110067613229
48,110070454437
49,110055696117
50,110071154714
51,110010040222
52,110034199445
53,110070255853
54,110036431135
55,110005781886
56,110037081715
57,110068038901
58,110011827416
59,110008742888
60,110064009674
61,110069166921
62,110018041019
63,110071273977
64,110007582829
65,110065808816
66,110070540710
67,110070927216
68,110071746853
69,110018832744
70,110033465596
71,110007766792
72,110045822348
73,110032456633
74,110058251261
75,110045321166
76,110033202086
77,110028213895
78,110033167052
79,110017125172
80,110009016233
81,110044464353
82,110019452019
83,110012166994
84,110067832563
85,110066647267
86,110072093816
87,110020806948
88,110071380946
89,110010329821
90,110071311536
91,110036360103
92,110002666749
93,110070631164
94,110069682338
95,110035378944
96,110015947813
97,110071063262
98,110061054415
99,110070269296
100,110060045589
101,110068143048
102,110071661401
103,110054568213
104,110041402283
105,110071218566
106,110024728179
107,110071961293
108,110068494560
109,110014231928
110,110024947548
111,110071918573
112,110031914310
113,110071347068
114,110040167360
115,110031808266
116,110044362971
117,110017545183
118,110037575433
119,110005764770
120,110070208549
121,110012052027
122,110029657440
123,110001165970
124,110004082340
125,110014175383
126,110071932667
127,110029631478
128,110060350203
129,110055685664
130,110005929727
131,110070590088
132,110003336177
133,110071643820
134,110063701800
135,110067790206
136,110020985068
137,110017522563
138,110003091546
139,110016976717
140,110031594273
141,110071336181
142,110034712470
143,110014085391
144,110035623046
145,110033738917
146,110006996803
147,110005883222
148,110068736693
149,110038041767
150,110045910252
151,110072132005
152,110037229139
153,110070239927
154,110044582216
155,110066188896
156,110042723684
157,110025147133
158,110032353931
159,110065330369
160,110018068106
161,110019316426
162,110072159527
163,110000567627
164,110071439837
165,110030613904
166,110071179347
167,110011644710
168,110032624621
169,110071782004
170,110017600443
171,110070615049
172,110031289460
173,110066038497
174,110071399917
175,110005234923
176,110068899918
177,110068048703
178,110014717119
179,110018909591
180,110072073477
181,110024339367
182,110054079796
183,110020685908
184,110040713671
185,110056226392
186,110033487313
187,110070242740
188,110032298083
189,110069678502
190,110070350643
191,110071941389
192,110032816647
193,110034616949
194,110066328691
195,110037354350
196,110072052695
197,110065543932
198,110070698876
199,110031987884
200,110070431170
