"num","REGISTRY_ID"
1,110044478142
2,110024367308
3,110001690590
4,110071073502
5,110005193566
6,110068891783
7,110004104460
8,110045849436
9,110007834656
10,110070410523
11,110002828370
12,110070550172
13,110064894422
14,110065467382
15,110060252186
16,110072127939
17,110071669418
18,110029462766
19,110071961965
20,110070224623
21,110055821847
22,110070040769
23,110072083417
24,110022571689
25,110072113628
26,110071346716
27,110019389696
28,110011649797
29,110069997907
30,110068209799
31,110015562443
32,110070637122
33,110032076303
34,110041384604
35,110069645566
36,110009656292
37,110033806665
38,110018264402
39,110066476450
40,110018586779
41,110070669298
42,110010969498
43,110040125922
44,110032967136
45,110068558821
46,110066115135
47,110010924250
48,110020685329
49,110071916833
50,110070877530
51,110071427692
52,110033110924
53,110019247885
54,110068904626
55,110070514300
56,110071347440
57,110066641432
58,110070454583
59,110071478903
60,110070913302
61,110071470907
62,110017453325
63,110036161248
64,110003652182
65,110065846954
66,110066564541
67,110071924258
68,110070087734
69,110066470811
70,110044346213
71,110033179922
72,110055506126
73,110025100744
74,110014005469
75,110010666234
76,110039302359
77,110019158285
78,110071931468
79,110071065603
80,110027961329
81,110001763930
82,110071669740
83,110011002887
84,110012013579
85,110041445889
86,110067814388
87,110046481669
88,110070274632
89,110033824486
90,110014079219
91,110071295868
92,110070522535
93,110018578323
94,110068788985
95,110014420885
96,110066477529
97,110064432886
98,110065969465
99,110058479766
100,110064640508
